name,address,email,website,phone,postalCode
St. Martin,7134 Obersaxen,,,+41819331162,7134
Stai Familie Janka,"Miraniga 51, 7134 Obersaxen",,,+41819331165,7134
Wali,7134 Obersaxen,bergrestwali@gmx.ch,,+41819331695,7134
Hotel Restaurant Pizzeria Agarta,"Schnaggabial 8, 7134 Obersaxen",,,+41819331270,7134
Restaurant Adler,"Meierhof 31, 7134 Obersaxen",,,+41819331904,7134
Hotel Restaurant Central,"Meierhof 32, 7134 Obersaxen",info@central-obersaxen.ch,,+41819331323,7134
Pizzeria Restaurant Schmiede,"Affeier 93, 7134 Obersaxen",info@schmiede-obersaxen.ch,,+41819331007,7134
PIZZERIA RESTAURANT SCHMIEDE,"Affeier 26, 7134 Obersaxen",info@schmiede-obersaxen.ch,,+41819331007,7134
Pöstli Hotel Restaurant Mabrouk Ben Salem,"Affeier 33a, 7134 Obersaxen",poestli@gmx.ch,,+41819331301,7134
Restaurant Chummebühl,"Valdunga 13, 7134 Obersaxen",pieter.swanepoel@lenzerheide.com,,+41819331418,7134
Restaurant Chummenbühl,"Valdunga 13, 7134 Obersaxen",,,+41819331418,7134
Restaurant Vanis,"Cresta 98, 7134 Obersaxen",,,+41819331435,7134
Freizeitanlage Rufalipark,"Under Misanenga 29, 7134 Obersaxen",willkommen@rufalipark.ch,,+41819333232,7134
Hotel Central Obersaxen,"Meierhof 32, 7134 Obersaxen",,,+41819331323,7134
Bergrestaurant Kartitscha,"Kartitscha 1, 7134 Obersaxen",,,+41819331222,7134
Waschchrüt,"Waschchrüt 1, 7134 Obersaxen",,,+41792220367,7134
Mirer Konrad,7134 Obersaxen,,,+41819331162,7134
Bergbahnen Obersaxen Mundaun,"Schnaggabial 10, 7134 Obersaxen",info@obersaxen-mundaun.ch,,+41819205070,7134
